,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,country
41352,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,0,5,5,2,2,2,3,30,1,100,SG
41353,4,3,2,3,4,4,4,4,4,3,3,4,3,4,5,4,4,2,3,2,2,4,21,1,65,GB
41354,4,3,4,2,2,3,4,2,4,2,1,1,2,5,4,2,4,2,1,2,2,1,29,1,80,GB
41355,2,4,2,2,2,3,3,2,5,1,2,3,1,3,4,4,4,3,2,2,1,1,30,1,80,GB
41357,4,1,2,1,2,3,3,1,3,1,1,1,1,1,4,2,1,1,2,4,4,1,26,1,88,GB
41358,5,4,1,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,5,5,25,1,100,DE
41359,3,4,4,2,2,4,4,2,4,2,1,2,2,5,4,3,3,2,3,4,2,2,21,1,80,GB
41360,4,2,4,5,5,5,5,5,4,1,1,3,4,4,5,4,3,2,1,4,1,1,21,1,100,US
41361,1,4,2,4,4,4,4,2,4,4,3,2,4,3,4,4,4,3,3,5,3,3,19,1,90,SE
41362,4,4,3,2,1,4,5,2,4,1,2,1,3,3,4,4,3,2,3,4,2,1,18,1,90,GB
41363,2,4,5,2,3,4,4,2,5,2,1,2,4,4,4,2,1,2,2,3,1,2,22,1,80,FI
41364,2,2,2,2,4,3,4,4,4,2,2,1,3,3,3,3,2,1,1,2,1,2,19,2,80,US
41365,2,2,4,2,4,4,4,2,1,2,4,2,4,4,2,3,1,2,4,4,4,2,53,1,100,GB
41366,4,4,4,1,3,4,4,4,3,1,2,3,2,4,4,4,2,1,3,5,2,4,0,2,50,AU
41367,4,3,5,2,4,3,4,4,5,1,1,2,1,3,5,5,5,2,4,4,5,3,22,1,65,DE
41368,5,1,5,4,5,5,5,5,5,5,4,2,5,5,2,2,5,3,5,5,4,4,23,1,75,US
41369,5,5,5,1,5,5,5,3,5,5,5,4,5,3,5,5,5,4,5,5,5,5,21,1,100,US
41370,5,3,1,2,3,4,2,4,4,2,2,2,3,5,5,5,5,5,5,5,5,4,21,1,80,GB
41371,4,1,4,2,2,4,2,2,5,2,4,4,4,4,4,2,2,3,2,4,2,2,19,1,85,AU
41372,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,24,1,100,US
41374,5,3,3,5,5,5,4,4,5,4,4,4,4,4,5,5,5,4,5,5,4,4,31,1,93,AU
41375,2,3,4,4,3,3,4,1,3,2,3,2,2,4,5,5,4,3,3,3,3,1,16,2,90,US
41377,3,1,2,3,3,3,2,3,4,3,4,4,4,4,4,3,4,2,1,4,2,2,17,1,80,SE
41378,1,1,2,1,1,5,2,2,5,1,1,2,1,1,3,2,4,1,2,4,1,1,22,1,98,GB
41379,3,2,3,3,4,4,3,3,4,4,5,4,3,5,4,3,4,4,5,5,5,4,24,1,90,US
41380,2,4,4,2,3,4,4,4,3,3,1,1,2,4,2,2,2,1,1,3,1,1,22,1,90,CA
41381,5,4,5,1,5,5,5,4,5,2,4,3,5,5,2,3,2,4,2,4,5,3,34,1,80,US
41382,5,1,4,5,4,4,5,5,4,3,5,4,5,5,2,2,2,4,5,5,5,4,39,1,100,GB
41383,1,4,5,4,5,5,5,5,5,4,5,4,4,5,1,4,2,4,4,5,3,4,19,1,85,CA
41384,4,4,5,2,4,4,2,1,2,2,2,2,2,1,1,1,1,1,1,5,1,1,21,1,90,US
41385,5,5,5,5,5,5,5,5,5,4,1,2,3,5,5,5,5,5,3,3,2,3,22,1,90,US
41386,4,2,2,2,3,3,2,2,4,3,1,2,4,3,4,4,1,2,3,4,2,2,42,2,95,US
41387,5,3,5,5,3,5,4,3,5,3,3,2,2,3,5,5,5,3,5,5,3,5,20,1,85,US
41391,3,5,5,1,1,5,4,2,2,1,1,1,2,4,3,1,1,1,1,2,1,1,42,2,90,US
41393,4,4,4,2,2,4,4,3,4,2,2,2,2,4,4,3,3,2,4,4,4,3,44,1,8,US
41394,5,2,4,4,4,5,3,3,2,3,4,2,5,4,4,4,5,4,5,5,5,5,22,1,90,GB
41395,3,2,4,2,3,2,2,4,3,2,3,3,4,4,3,3,4,3,4,5,5,4,32,1,90,US
41396,5,1,5,5,5,4,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,18,1,100,US
41398,4,2,4,2,4,4,2,3,5,3,2,4,2,3,4,4,2,4,2,4,2,2,16,1,80,US
41399,4,5,4,2,3,4,4,3,4,2,1,1,1,4,5,4,4,4,4,3,4,1,22,2,80,US
41400,2,4,3,3,2,3,5,1,3,1,1,3,1,2,4,3,3,2,2,2,3,2,23,2,98,US
41401,4,3,3,1,2,5,4,3,3,2,3,2,4,4,4,3,4,2,4,4,3,3,25,1,90,US
41402,5,4,5,5,4,5,3,5,5,3,4,4,2,3,5,5,5,4,4,5,4,4,19,1,90,GB
41403,4,4,4,3,2,4,4,4,4,4,3,2,1,4,4,3,3,2,3,5,2,3,20,1,75,GB
41404,4,4,3,3,4,4,2,2,5,2,3,2,1,3,5,4,5,4,4,5,3,4,23,2,80,DE
41405,2,4,5,2,1,4,4,2,3,1,1,1,3,5,4,4,4,2,2,4,4,2,18,1,88,GB
41406,1,1,1,3,5,5,1,5,5,5,5,4,5,5,3,1,2,5,5,5,5,5,30,1,85,US
41407,4,5,4,3,3,5,4,2,4,1,4,3,4,3,5,5,4,5,5,5,4,2,16,1,70,US
41409,5,1,1,2,5,5,3,2,3,0,5,4,5,5,5,2,5,2,5,5,5,5,28,1,90,GB
41410,2,2,0,2,2,2,3,2,4,2,4,4,2,4,3,3,4,4,5,4,4,3,36,2,85,GB
41411,1,4,5,2,3,3,4,3,2,5,3,1,3,2,3,3,3,2,2,4,1,1,39,1,95,GB
41412,3,5,4,4,2,5,5,2,4,4,4,2,3,4,5,5,3,4,4,4,5,4,28,2,70,GB
41414,5,5,4,2,4,4,3,4,2,4,3,2,2,3,4,4,4,2,3,3,4,2,51,2,90,GB
41415,4,4,4,4,2,3,3,3,2,2,2,2,2,2,4,4,4,2,3,4,4,2,0,0,50,AU
41417,2,5,3,2,1,2,4,1,4,1,1,1,1,2,3,2,2,1,1,1,3,1,57,2,100,US
41418,3,4,4,4,3,4,5,2,2,2,1,1,2,3,1,4,3,2,2,2,3,2,47,2,98,GB
41419,3,3,4,2,5,5,3,3,4,2,5,5,5,5,5,5,5,3,5,5,4,5,28,1,95,GB
41420,5,5,5,3,4,4,5,5,5,2,5,3,5,4,5,5,4,5,5,5,4,4,27,1,75,PL
41421,4,4,2,2,5,5,4,5,2,3,4,4,4,5,3,3,3,4,5,4,4,4,23,1,80,US
41424,4,2,4,2,4,4,4,4,4,3,2,2,3,4,4,2,2,3,2,2,3,2,39,2,98,PH
41426,0,4,4,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,80,US
41427,2,3,4,2,2,3,4,4,2,3,1,1,1,1,4,3,1,2,1,1,1,3,29,1,93,US
41428,4,5,4,4,2,5,4,1,5,1,4,1,3,5,4,5,4,4,5,5,4,5,15,1,90,GB
41429,4,5,4,1,4,4,4,2,4,2,4,4,3,2,2,4,3,2,4,5,3,3,19,1,93,US
41430,5,3,5,5,5,5,4,5,4,5,1,1,2,5,5,5,4,3,2,4,4,2,19,2,100,US
41431,4,4,5,4,3,4,5,3,5,4,3,4,3,5,4,5,4,5,4,5,4,5,16,1,95,US
41432,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,31,1,80,US
41433,5,0,5,1,1,5,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,4,19,2,70,GB
41434,3,4,4,2,3,3,4,3,4,2,1,2,2,3,4,4,3,3,2,4,1,2,16,2,93,NZ
41435,2,5,3,3,4,2,5,4,4,4,4,3,2,4,4,3,4,4,4,4,3,4,17,1,70,US
41436,5,5,4,4,4,5,4,4,5,2,3,1,5,5,4,4,4,4,4,1,2,2,22,1,80,US
41437,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28,2,100,US
41438,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,5,3,5,5,5,5,26,1,95,US
41439,5,5,5,3,5,5,5,5,4,2,2,4,5,5,1,5,5,4,3,1,5,2,39,2,95,US
41440,3,3,2,2,3,5,4,4,4,4,3,4,3,5,5,3,4,3,4,4,4,2,20,1,80,US
41441,5,4,1,4,5,5,5,5,5,5,5,1,5,5,5,4,2,1,4,4,1,3,18,1,70,US
41442,1,1,1,3,5,5,1,5,4,3,5,5,5,1,5,5,1,5,5,5,5,5,23,2,80,US
41443,1,4,4,2,4,2,2,4,4,2,1,1,3,4,2,2,1,3,2,2,2,1,56,2,90,US
41444,5,4,5,5,4,4,4,4,4,5,4,4,4,5,4,5,4,3,4,5,4,4,24,1,95,AU
41445,3,2,2,3,2,5,3,2,2,2,2,3,4,2,2,2,2,2,2,4,1,2,17,1,85,US
41446,1,3,4,1,2,4,3,3,1,2,1,1,2,5,3,1,1,1,1,2,1,1,42,1,80,US
41447,5,4,4,4,4,4,4,4,4,1,4,4,4,5,3,2,5,4,5,5,4,4,19,1,100,US
41448,5,2,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28,2,100,US
41449,4,5,4,2,3,4,3,4,4,4,1,1,3,4,4,3,2,2,1,4,4,2,43,2,80,US
41450,4,4,5,1,2,4,5,2,4,1,2,1,3,2,3,1,2,2,2,2,2,2,17,1,100,US
41451,4,1,5,4,5,4,4,3,5,5,5,4,5,3,3,2,3,4,3,5,3,3,24,2,88,US
41452,4,3,4,3,3,5,2,3,4,1,4,3,3,4,5,5,5,3,3,4,4,3,19,1,80,US
41453,2,1,1,2,2,1,1,2,4,1,2,1,2,2,1,2,2,2,2,2,1,2,45,1,95,AU
41454,5,1,4,3,4,4,1,4,2,4,2,3,4,3,3,1,5,4,2,3,5,3,22,1,95,US
41455,4,4,5,2,2,4,5,3,4,2,2,1,2,3,4,3,2,3,2,4,3,2,27,2,85,US
41456,2,2,3,2,3,3,2,2,4,3,3,3,3,5,2,1,2,2,4,5,3,2,21,1,92,US
41457,2,2,2,2,2,4,4,2,4,2,3,2,4,4,2,2,2,2,2,3,2,2,27,1,90,US
41459,4,5,5,2,2,5,5,4,4,4,1,1,1,5,5,2,2,4,4,2,2,1,24,1,80,AU
41460,3,1,5,2,4,4,2,3,4,2,2,2,5,4,5,3,3,1,4,2,1,2,19,1,68,GB
41461,2,4,4,2,4,4,2,3,4,2,2,2,2,4,4,4,3,2,2,4,2,2,23,1,90,AU
41462,2,4,3,2,4,2,4,2,5,2,1,1,1,4,5,3,3,4,1,4,4,2,21,1,88,US
41463,4,3,5,4,2,4,4,2,5,4,3,3,3,2,5,5,2,3,4,4,4,4,20,2,24,US
41464,3,3,4,2,4,4,4,2,4,2,3,2,3,3,4,3,4,1,2,4,3,1,19,2,88,US
41465,1,2,2,4,3,2,2,2,4,3,2,5,4,2,4,2,4,2,2,4,3,1,39,2,97,PH
41466,2,4,5,2,1,5,4,3,3,1,1,1,5,3,4,4,5,1,5,4,1,4,24,2,90,PL
41467,4,2,1,3,2,5,3,4,4,2,4,4,4,4,4,4,5,4,4,5,4,4,27,1,77,CA
41468,5,2,4,3,4,5,2,2,5,2,3,2,4,4,4,3,2,3,4,4,2,2,15,2,80,PH
41469,5,5,5,3,5,5,5,5,4,5,5,2,5,5,5,5,3,5,5,4,4,4,35,2,100,US
41470,5,5,5,5,4,4,5,4,5,5,2,2,2,5,4,2,3,2,2,4,4,2,19,1,90,NZ
41471,5,2,0,4,1,4,4,4,5,1,2,5,2,3,5,5,5,5,5,5,5,5,30,2,75,US
41472,3,2,1,4,4,5,3,5,1,5,5,5,5,4,4,4,5,5,5,5,5,5,23,1,99,GB
41473,4,5,4,2,4,5,5,4,4,4,2,1,2,4,5,5,4,4,5,4,4,4,22,1,80,US
41474,4,4,4,2,4,4,4,4,3,2,2,2,4,4,5,4,4,3,2,4,4,2,50,1,70,IE
41475,4,1,5,1,4,4,2,4,5,2,3,2,3,3,5,4,2,5,3,4,1,2,15,2,96,US
41476,3,2,1,2,2,5,2,4,5,4,3,5,4,4,5,4,5,4,4,5,5,4,19,1,90,GB
41477,4,4,2,2,4,4,4,4,2,3,5,5,5,4,5,5,5,4,5,5,5,4,0,0,80,US
41478,2,5,5,4,4,4,5,4,2,4,4,3,4,4,4,4,4,3,5,5,4,4,21,1,90,US
41479,4,4,3,2,1,3,4,1,1,1,1,2,4,4,3,3,2,2,1,4,2,1,23,2,80,US
41480,5,3,4,4,4,4,3,5,2,4,4,3,2,3,3,2,3,2,2,2,3,2,19,2,66,US
41481,4,5,5,3,3,5,5,4,4,2,1,2,2,5,5,5,5,3,1,4,4,2,28,1,70,US
41482,4,2,2,3,3,4,2,4,3,3,4,4,4,4,5,4,5,3,4,5,4,4,27,1,80,CA
41483,5,1,4,4,5,5,1,4,4,4,4,4,5,5,4,5,4,4,2,5,5,1,26,1,87,US
41485,1,1,1,1,2,5,3,4,4,1,1,1,1,4,4,3,2,1,1,1,4,1,49,1,100,US
41486,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,20,1,95,US
41487,4,2,2,2,4,4,2,4,3,4,4,2,4,5,5,1,2,1,4,3,4,2,33,1,85,US
41488,4,4,4,2,3,4,4,3,3,2,2,3,2,5,3,2,3,3,2,2,3,0,64,1,75,US
41489,4,4,3,2,2,4,4,2,2,2,2,4,3,4,4,4,2,4,5,5,5,3,38,2,98,US
41490,2,4,4,2,1,2,4,4,4,2,2,1,4,4,4,2,2,2,2,4,2,2,60,1,90,CA
41491,4,1,4,5,4,4,2,4,4,3,4,4,4,5,3,3,3,3,3,4,2,0,15,1,86,GB
41492,2,3,2,3,4,4,4,2,2,3,3,2,3,3,2,3,2,2,4,5,3,2,46,1,85,US
41493,4,4,4,2,3,4,4,2,3,2,2,2,2,4,4,4,2,3,2,3,2,2,26,1,99,US
41494,2,2,2,2,2,2,2,2,2,2,1,1,2,3,4,2,1,2,1,1,2,1,66,1,95,US
41495,5,5,2,1,4,5,4,5,5,4,2,2,5,5,4,5,4,4,4,5,5,3,40,2,100,US
41497,2,3,3,3,4,3,4,3,3,3,3,4,2,5,3,3,3,3,3,4,2,3,38,1,90,US
41498,5,5,3,5,3,5,4,3,5,2,3,4,1,2,5,4,5,4,4,4,3,2,44,2,98,SE
41499,5,5,5,5,3,3,5,2,5,1,1,1,1,3,5,5,1,1,2,1,4,1,32,2,100,US
41500,5,1,1,3,3,5,4,5,3,1,1,1,1,1,3,3,1,1,1,4,1,1,25,1,90,US
41501,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,71,1,100,US
41502,3,4,3,2,2,4,3,3,2,2,2,1,2,4,4,3,2,2,1,2,3,2,70,1,90,CA
41503,5,5,2,2,2,4,5,4,4,2,2,2,3,4,5,4,4,2,2,3,2,2,17,1,83,US
41504,1,2,2,1,1,3,4,4,2,2,1,1,1,4,3,3,1,2,1,1,2,1,71,1,95,NZ
41506,3,2,3,3,3,5,2,2,4,2,4,4,4,4,3,3,2,2,2,3,3,2,19,1,90,US
41507,3,4,4,3,2,4,2,4,4,2,2,1,2,4,4,3,3,3,2,2,2,2,62,1,90,US
41508,4,4,3,4,2,4,4,2,4,4,3,2,1,4,3,2,1,3,3,4,3,2,58,1,90,US
41509,5,3,4,2,2,3,4,4,3,2,2,2,4,4,4,3,3,2,3,4,2,2,18,2,88,US
41510,4,2,5,4,4,5,5,3,3,4,5,5,4,4,4,4,2,4,4,5,2,4,19,2,95,GB
41512,4,2,4,2,2,3,4,3,4,2,2,1,2,3,3,3,3,3,1,2,2,1,0,1,80,US
41513,4,3,4,2,4,4,4,4,4,2,3,3,4,4,3,3,2,3,4,4,4,2,33,2,95,US
41514,2,4,4,4,3,3,4,2,5,3,1,2,2,4,5,5,4,2,2,4,4,2,27,1,80,NZ
41515,4,4,4,2,2,2,4,4,2,2,2,2,2,4,4,4,2,2,2,4,4,2,44,2,99,US
41516,3,4,5,1,3,4,3,1,4,2,1,3,3,5,4,4,1,2,2,5,1,2,20,2,50,US
41517,3,3,3,2,2,3,3,3,3,1,1,1,2,2,1,2,2,2,1,1,2,2,40,2,90,US
41518,2,3,2,2,2,3,3,1,2,2,1,1,2,4,1,1,1,1,1,2,3,1,41,1,90,US
41519,2,5,4,2,2,4,5,2,2,2,2,2,2,4,4,3,2,2,4,4,4,2,27,2,90,US
41520,3,2,2,3,3,5,3,4,2,3,4,3,4,5,3,2,2,1,5,5,4,4,42,1,90,US
41521,1,1,2,3,4,5,1,3,2,4,5,5,5,5,1,1,1,2,4,4,4,4,18,1,99,US
41522,4,4,3,2,1,4,4,1,5,1,1,1,1,4,2,2,1,0,1,2,2,2,52,2,100,US
41523,5,1,3,5,5,5,3,5,5,5,5,5,5,5,3,3,5,3,5,5,5,5,72,1,95,CA
41524,2,3,2,2,2,2,4,2,2,1,1,2,2,5,4,2,4,2,2,4,2,1,28,2,30,US
41525,2,2,4,3,4,3,3,3,4,4,4,3,4,5,2,2,2,2,4,4,4,3,19,1,100,GB
41526,3,5,4,2,2,3,4,2,5,2,1,1,2,4,5,4,4,2,3,4,3,1,21,0,50,US
41527,2,3,3,2,4,4,3,2,4,2,2,2,3,4,4,3,2,2,2,3,4,2,29,1,95,US
41528,4,1,3,4,2,5,2,3,4,4,5,4,5,5,4,3,4,4,4,4,4,3,26,1,100,US
41529,4,3,3,1,2,2,3,2,4,1,1,1,2,3,5,4,4,4,4,3,5,3,18,1,93,US
41530,1,5,5,1,1,5,5,1,5,1,1,1,2,5,4,2,1,1,1,2,4,1,17,2,75,US
41531,4,4,4,1,1,4,4,4,5,2,1,4,3,5,4,5,2,1,4,4,4,2,22,1,80,PH
41532,2,4,1,2,3,4,3,2,3,2,1,1,2,3,2,1,1,1,1,1,1,1,52,1,99,US
41533,5,1,2,1,4,2,2,4,1,4,5,2,4,5,4,3,4,2,3,5,4,3,48,1,100,US
41534,4,2,4,3,1,5,3,4,4,1,1,1,3,4,4,1,1,2,2,4,2,1,32,1,80,US
41535,3,4,4,1,1,2,4,2,5,1,3,1,4,4,3,4,3,2,2,4,2,2,25,1,83,US
41536,5,5,5,2,1,5,5,1,5,1,4,1,1,5,5,5,1,4,4,5,2,1,16,2,93,US
41537,2,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,1,2,1,1,25,2,90,US
41538,4,0,4,2,3,4,3,2,4,3,4,4,4,4,2,2,3,2,4,3,2,3,16,2,52,US
41540,1,4,4,1,2,2,5,1,5,1,1,1,4,4,5,4,4,1,2,4,2,3,18,1,95,CA
41541,2,2,3,2,4,3,3,2,4,4,3,2,4,4,4,2,2,3,2,4,4,2,24,2,99,US
41543,5,2,2,2,4,4,4,2,5,2,2,2,2,3,5,4,3,2,2,5,4,1,20,1,99,US
41544,2,1,2,4,4,5,2,5,4,4,4,5,4,5,5,5,4,2,5,5,4,4,29,1,90,US
41545,3,5,4,2,3,4,4,1,4,1,1,1,3,5,4,1,1,1,1,1,1,1,23,2,100,US
41546,3,4,3,3,2,4,3,2,3,3,2,1,3,3,3,3,2,3,2,3,2,2,15,2,80,IN
41547,2,4,2,4,2,4,5,4,4,2,5,2,4,3,4,4,4,4,2,5,4,2,12,2,70,DE
41548,5,2,4,3,5,4,2,4,5,2,4,5,5,4,5,5,5,3,3,5,5,4,19,1,90,CA
41549,2,4,3,4,2,3,4,2,3,2,1,1,1,4,3,4,3,2,2,4,2,2,47,2,90,IE
41550,5,5,5,5,2,5,5,5,5,1,2,1,2,3,5,3,4,2,2,5,4,2,18,2,80,IE
41552,4,5,5,4,4,3,5,4,5,3,2,4,3,3,4,4,4,4,2,4,3,4,15,1,85,IE
41554,3,4,4,4,3,5,4,5,5,3,5,2,5,5,5,4,5,3,3,4,4,2,19,1,75,AU
41556,4,2,2,2,3,4,3,4,4,2,2,3,3,4,4,4,4,3,3,4,2,2,34,2,89,AU
41557,4,5,4,3,4,4,5,4,3,2,5,4,2,5,5,5,4,5,5,5,4,4,34,1,65,GB
41558,4,2,2,2,2,3,3,2,4,1,1,1,2,3,4,2,4,3,2,4,4,2,22,1,85,AU
41559,4,5,2,4,3,4,4,3,4,1,4,5,2,5,5,4,5,3,4,5,5,4,18,1,80,NL
41560,5,4,5,2,2,5,4,5,4,5,4,5,5,5,4,4,4,4,5,5,5,4,19,2,95,PH
41561,3,4,2,5,4,5,3,2,3,4,3,2,4,4,5,3,3,4,2,2,2,2,17,1,86,GB
41562,4,4,2,2,3,3,3,2,4,2,1,1,3,4,4,3,1,2,1,2,1,1,69,2,90,US
41563,4,4,4,2,2,3,4,4,4,1,1,1,1,4,3,3,2,1,1,1,2,4,70,1,95,US
41565,5,4,3,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,4,5,5,5,50,1,100,CA
41566,4,1,2,1,1,3,1,1,1,1,1,1,2,3,1,4,4,1,2,4,4,3,28,1,90,US
41567,3,2,4,4,3,5,5,4,2,4,4,3,4,4,5,5,5,4,5,5,4,4,24,1,100,BR
41569,4,5,4,4,3,3,5,3,4,5,2,4,4,4,5,5,5,4,3,4,4,4,18,1,75,US
41570,5,5,4,2,2,4,5,2,2,2,1,1,2,4,4,4,4,2,2,2,2,1,25,2,80,US
41571,5,2,2,2,3,2,5,3,4,4,5,3,4,1,5,1,2,2,2,4,1,2,14,2,89,US
41572,4,4,4,4,4,2,4,2,4,3,1,2,2,4,2,2,1,4,3,5,4,3,16,2,75,GB
41573,2,3,3,2,2,2,2,2,2,0,3,1,2,4,3,3,3,3,2,2,3,2,69,1,99,US
41575,2,4,1,4,5,5,4,5,5,5,1,2,4,5,2,1,1,1,1,4,4,2,24,1,90,CA
41577,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,18,1,100,US
41578,2,1,4,4,2,4,2,2,2,2,4,3,4,3,5,2,3,1,3,4,4,3,17,1,85,GB
41579,2,1,2,2,4,5,3,4,4,5,5,3,5,5,4,4,2,4,5,5,5,4,15,1,80,DE
41580,5,4,5,2,4,5,5,5,5,4,2,2,2,5,4,4,4,4,4,4,4,4,32,1,100,US
41581,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,2,5,1,5,5,5,5,24,1,50,US
41582,4,4,4,2,2,4,4,4,4,1,1,1,4,5,4,2,2,2,4,4,2,2,20,1,50,US
41583,5,2,4,4,5,5,4,2,4,5,5,4,5,5,4,4,4,2,4,4,5,4,18,1,99,US
41584,3,3,3,3,3,4,4,3,5,2,3,2,3,1,4,2,2,2,3,5,4,2,20,2,60,GB
41585,1,2,0,3,3,4,4,2,0,1,2,3,2,4,5,2,2,2,3,5,4,3,16,1,85,US
41586,5,5,4,5,5,5,5,5,5,5,4,3,5,4,5,5,5,5,4,5,5,4,25,2,85,US
41587,4,1,2,2,3,4,1,4,2,2,4,4,5,5,2,2,2,5,4,5,4,4,28,1,90,US
41588,3,2,2,2,4,4,4,4,2,2,2,1,2,2,3,3,4,2,1,3,2,2,29,2,80,US
41589,5,4,5,5,5,4,5,5,4,3,4,3,4,4,5,5,5,4,5,5,4,4,23,1,90,US
41590,5,2,5,2,5,5,2,4,4,2,4,4,4,3,2,1,3,1,4,4,3,3,16,1,80,US
41592,4,5,5,2,1,3,5,2,5,1,1,1,1,3,4,2,1,1,1,4,2,1,27,2,99,GB
41593,5,4,4,1,1,1,4,2,4,1,1,1,1,5,1,1,1,1,1,1,1,1,20,1,100,GB
41594,4,2,2,4,5,5,3,4,4,4,4,5,4,3,5,4,5,4,4,5,5,4,19,1,90,US
41595,1,2,1,4,4,4,3,3,4,2,2,3,4,5,4,4,2,2,4,5,3,3,45,1,85,GB
41596,2,3,2,2,2,2,3,2,2,2,1,2,2,4,4,2,2,1,1,2,2,1,46,2,80,GB
41597,5,3,4,4,5,3,4,5,5,5,5,4,5,5,3,3,1,5,4,5,4,4,20,1,65,US
41598,5,5,1,5,1,5,3,5,5,1,2,5,1,5,5,5,3,5,5,5,5,1,18,2,100,US
41599,4,3,3,3,4,4,3,4,4,3,3,2,4,4,3,3,2,3,4,4,4,3,33,2,100,US
41600,3,4,2,2,2,2,4,2,2,2,1,1,1,2,4,3,1,2,1,3,2,2,53,2,80,US
41601,4,3,4,4,4,5,5,4,5,2,2,3,2,5,5,4,4,3,5,5,4,4,24,1,90,GB
41602,5,4,3,3,3,5,3,3,4,3,3,1,3,2,4,3,2,2,2,5,3,3,26,2,89,GB
41603,2,4,4,1,2,2,3,2,4,1,1,1,1,4,4,3,1,2,1,2,3,1,39,2,75,AU
41604,5,5,4,4,5,4,5,4,4,3,4,5,4,4,5,5,5,4,5,5,4,4,21,1,76,PL
41605,3,1,4,2,3,5,4,4,5,2,4,2,3,4,3,2,3,2,2,5,4,2,18,1,90,CA
41607,1,5,2,4,1,1,3,2,4,2,1,1,1,4,5,5,5,5,1,1,1,1,25,1,50,US
41608,5,5,4,4,4,4,5,4,4,3,1,3,4,5,5,5,5,2,3,5,4,4,39,2,89,US
41609,3,2,2,5,4,4,2,4,4,1,4,2,5,5,5,4,2,5,3,4,4,3,22,1,100,US
41610,5,5,5,3,1,4,5,3,4,4,2,2,2,5,4,2,1,4,3,4,1,3,21,2,70,PL
41611,5,3,2,3,4,5,5,3,4,5,4,4,2,4,5,4,3,4,5,5,5,5,41,1,100,SG
41612,5,3,5,5,5,5,4,4,4,2,2,5,4,3,4,5,5,5,5,5,5,5,15,1,96,US
41613,4,2,2,4,2,4,2,3,5,2,5,4,3,4,4,1,3,3,3,5,4,3,22,1,90,AU
41614,2,5,4,1,1,5,4,1,4,1,1,1,1,1,4,4,3,4,1,1,1,1,22,2,80,US
41615,5,1,2,5,5,5,2,5,5,4,3,5,4,5,5,5,5,5,4,5,4,3,17,1,90,US
41616,4,1,4,2,4,5,1,2,1,4,4,2,4,5,1,1,2,1,4,4,3,3,25,1,90,US
41617,5,5,2,1,2,2,5,2,4,1,1,1,1,1,4,4,4,1,1,4,1,1,58,2,90,US
41618,3,3,3,1,2,5,3,2,4,1,1,1,2,3,3,3,2,2,2,4,3,2,35,2,100,CA
41619,4,5,5,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5,5,20,2,90,AU
41620,2,5,2,2,1,4,4,1,2,1,1,1,1,1,3,2,1,1,1,2,3,1,21,2,90,US
41621,2,2,4,2,2,4,4,1,3,1,1,1,3,1,5,2,1,2,1,3,1,1,18,1,90,US
41622,4,5,5,3,3,4,5,3,4,2,5,5,5,5,5,3,4,4,4,5,3,3,18,2,95,US
41623,3,3,3,3,1,5,3,1,2,1,2,1,2,4,4,4,4,2,2,4,4,2,20,1,89,US
41624,4,2,4,4,3,4,3,3,3,2,4,2,4,4,3,3,2,2,2,4,4,2,29,1,66,US
41625,5,2,2,5,4,4,4,5,4,4,5,4,5,5,5,5,5,4,5,5,4,5,25,1,90,US
41626,5,1,2,2,4,3,2,4,4,4,5,2,5,4,4,2,4,4,5,5,4,5,19,1,100,CA
41627,4,1,4,3,4,5,4,2,5,4,3,2,4,4,5,4,5,3,2,4,4,3,25,1,90,US
41628,4,5,5,2,1,4,5,1,5,1,1,1,1,3,4,5,1,3,1,2,1,1,18,1,96,CA
41629,4,2,2,2,3,4,4,2,4,1,3,2,2,2,4,4,4,3,2,3,3,2,21,1,89,CA
41630,2,5,5,2,3,5,5,2,4,2,2,2,2,5,5,5,4,3,2,2,2,2,19,1,80,IN
41631,4,4,4,2,3,4,4,3,4,3,2,2,3,4,4,4,2,3,2,3,2,2,45,1,75,US
