,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,HSNScale,US/OTHER
50060,5,4,2,2,5,3,4,4,4,1,4,4,4,5,4,4,4,4,4,4,5,4,22,1,87,0.66,1
50061,5,3,5,2,2,5,4,5,4,3,5,4,2,4,4,4,2,4,5,4,4,3,23,2,60,0.7,1
50062,3,5,2,2,2,2,4,2,3,2,2,2,1,2,3,2,3,2,2,3,2,2,31,1,80,0.5,1
50063,3,4,3,2,2,3,2,2,4,1,2,2,1,4,3,2,2,2,2,2,2,2,30,2,80,0.5,1
50065,5,2,5,4,2,5,4,4,5,3,2,2,4,5,5,5,5,2,2,5,2,2,22,1,100,0.72,0
50066,5,4,5,4,3,5,5,4,5,2,2,2,4,5,5,5,5,5,2,5,5,4,31,1,90,0.8,0
50067,2,4,3,3,2,4,4,2,4,2,1,2,2,3,3,3,2,2,1,4,2,2,20,2,92,0.56,0
50068,4,4,2,2,3,5,5,3,4,3,2,2,3,4,4,4,4,3,3,4,5,4,26,2,80,0.64,1
50069,5,1,1,4,4,5,1,4,4,2,4,3,4,5,5,3,2,2,2,4,4,3,19,2,93,0.58,1
50070,4,4,4,1,3,4,5,2,1,2,2,3,4,5,4,4,3,2,2,3,4,1,29,1,80,0.56,0
50071,5,5,4,5,5,4,4,5,5,4,3,5,3,3,5,4,4,5,4,5,4,4,21,1,80,0.84,1
50072,5,4,5,2,5,5,3,5,5,3,3,2,4,3,4,5,4,5,1,4,4,4,25,2,8,0.78,1
50073,5,2,5,2,5,4,2,5,5,3,2,5,4,4,5,4,4,2,4,5,3,2,18,1,90,0.7,1
50074,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,4,5,5,5,5,5,4,14,1,100,0.9,0
50075,5,4,5,5,5,5,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,42,1,98,0.86,0
50076,3,4,4,2,2,4,3,2,4,1,1,1,3,4,4,4,1,2,2,3,1,1,31,2,60,0.56,1
50077,5,2,4,3,4,5,4,4,2,4,3,3,3,3,4,2,3,1,4,4,2,3,35,1,60,0.66,1
50078,4,4,4,2,4,2,2,2,3,2,2,1,2,3,3,4,3,3,2,2,2,2,42,1,90,0.54,1
50079,5,4,4,2,3,3,4,3,4,4,2,2,4,4,4,3,2,3,2,4,1,2,32,1,80,0.64,1
50080,5,4,5,1,4,4,2,3,4,1,1,3,3,5,1,1,1,3,3,5,5,3,24,1,100,0.64,1
50081,2,4,2,2,2,4,4,4,2,2,2,1,4,5,2,2,4,1,3,4,1,2,26,1,80,0.52,1
50082,4,4,4,2,2,4,4,4,5,2,2,2,3,5,4,4,4,3,4,4,4,3,20,1,90,0.66,1
50083,5,3,2,2,5,5,3,5,5,4,4,3,3,5,5,4,4,5,5,5,4,4,26,1,90,0.7,0
50084,3,5,3,3,3,4,5,4,5,3,2,1,2,3,5,5,3,4,4,2,3,2,16,2,85,0.7,0
50085,4,4,4,1,2,4,2,4,2,5,2,2,2,4,4,4,3,3,3,5,4,2,27,1,75,0.54,1
50086,2,2,4,2,2,5,4,2,2,3,1,2,1,5,4,4,4,3,1,4,4,2,18,1,75,0.5,1
50087,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,18,1,100,0.9,0
50088,2,2,4,2,4,4,1,2,2,2,1,1,1,1,2,1,2,1,3,4,4,1,34,2,100,0.46,0
50089,2,4,2,4,5,5,4,4,4,4,5,5,4,4,5,3,5,4,4,5,4,4,18,1,100,0.68,1
50090,5,3,4,5,5,4,4,4,5,3,4,3,5,5,5,5,5,4,4,4,5,4,22,2,85,0.78,0
50092,4,4,4,2,4,3,4,3,4,2,2,2,2,4,4,2,3,3,2,4,3,2,38,1,70,0.64,1
50093,5,4,2,2,4,3,5,3,4,2,4,2,3,2,4,3,4,3,2,4,2,2,28,2,85,0.64,0
50094,5,5,1,1,3,5,3,4,5,4,5,1,4,5,3,2,1,1,3,2,1,1,26,1,100,0.64,0
50095,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,1,100,0.74,0
50096,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,2,5,5,5,5,4,5,15,1,90,0.9,0
50097,5,1,2,2,5,5,1,5,5,3,4,4,2,5,5,4,5,4,4,4,5,4,35,1,97,0.62,1
50098,4,5,5,2,4,4,4,4,4,3,4,2,2,4,2,2,3,2,3,4,2,3,17,1,88,0.72,0
50100,5,2,3,3,4,5,4,5,4,2,4,3,5,5,4,3,3,3,5,5,4,5,16,1,95,0.7,0
50101,4,3,3,3,4,4,4,5,5,4,4,2,4,5,4,3,2,2,4,4,4,3,28,1,90,0.7,0
50103,4,4,5,4,3,3,4,4,5,2,2,3,3,5,5,5,5,5,3,5,4,3,15,1,100,0.72,0
50104,3,1,2,3,5,5,2,4,4,2,5,4,3,3,3,4,3,3,4,5,4,4,17,1,85,0.58,0
50105,2,2,5,2,2,4,4,1,2,4,1,1,3,5,3,4,4,3,1,1,1,2,18,2,30,0.48,0
50106,4,5,2,4,3,5,5,4,4,1,2,4,3,4,5,5,1,4,1,3,2,2,18,2,100,0.72,0
50107,1,2,5,1,1,5,4,1,5,1,3,1,2,4,2,2,2,1,2,1,1,1,23,1,79,0.5,1
50108,4,1,2,1,4,5,5,1,4,2,5,2,5,5,5,3,3,3,5,5,3,4,21,1,90,0.54,0
50109,5,4,5,2,2,3,3,4,2,2,2,1,1,5,4,2,2,2,2,4,4,2,21,1,80,0.6,0
50110,4,4,4,4,3,3,4,2,2,2,1,2,1,5,4,3,1,1,1,4,2,2,41,1,90,0.6,0
50111,3,1,3,4,2,4,2,2,2,2,2,2,3,3,2,2,2,1,4,4,4,2,18,1,90,0.46,0
50112,5,5,4,4,4,5,5,4,5,3,2,5,3,5,5,5,5,5,5,5,5,5,17,1,95,0.82,1
50113,3,3,4,4,3,3,3,4,5,2,3,3,2,1,4,1,1,1,2,3,2,2,19,2,80,0.64,1
50114,5,5,5,4,4,5,4,5,5,4,3,3,5,5,5,5,5,4,5,5,5,4,19,1,90,0.84,0
50115,4,4,4,4,3,1,4,3,3,3,4,2,4,3,5,4,4,4,2,4,4,1,24,1,40,0.6,1
50116,2,4,2,2,2,2,2,1,3,1,1,1,2,4,3,1,1,2,1,1,2,2,56,2,80,0.4,1
50117,2,5,2,2,3,4,4,4,1,2,4,5,1,3,4,4,2,3,3,5,4,3,18,1,95,0.54,0
50118,4,3,5,2,1,1,4,2,4,1,1,1,1,1,4,4,1,1,1,3,4,1,46,1,99,0.52,1
50119,5,2,1,5,2,4,4,1,5,1,2,1,2,1,5,3,4,1,2,5,5,1,20,1,100,0.58,0
50121,4,3,4,4,4,2,4,4,4,2,4,4,2,5,4,4,5,2,4,4,2,2,25,1,76,0.66,1
50124,2,3,3,3,2,4,3,4,4,3,3,3,4,5,3,4,3,4,4,3,3,2,14,2,69,0.56,1
50125,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,1,100,0.84,0
50127,4,4,4,1,2,4,4,5,4,2,1,2,2,2,4,4,2,3,1,4,4,2,32,1,85,0.64,0
50128,4,5,3,1,4,3,5,2,2,2,1,2,2,3,4,4,4,2,3,4,3,2,36,2,80,0.58,1
50129,3,1,4,5,4,4,1,5,5,5,5,5,5,5,4,3,4,2,4,5,4,5,14,1,99,0.64,1
50131,4,4,1,4,5,4,5,2,3,3,4,4,4,4,2,2,2,3,4,4,2,4,14,2,97,0.64,1
50132,5,4,4,1,5,5,4,5,5,4,4,4,4,4,1,1,2,2,5,2,3,4,14,1,90,0.76,1
50133,1,1,1,4,5,2,2,2,1,2,1,1,2,3,1,1,1,2,2,3,1,5,33,1,80,0.38,0
50134,5,1,1,3,5,5,4,4,4,4,5,5,5,5,4,3,5,5,5,4,4,5,32,1,100,0.64,1
50135,5,2,4,4,5,5,2,5,4,5,4,2,2,5,4,3,1,3,1,4,4,1,17,2,100,0.72,0
50137,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,4,5,23,1,100,0.82,0
50138,5,2,2,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,22,2,95,0.76,0
50139,3,4,4,2,2,4,4,2,4,1,2,3,1,2,4,4,3,2,2,3,4,3,23,2,70,0.58,1
50140,4,4,4,2,2,5,4,3,4,2,1,2,2,4,5,5,4,3,2,4,4,2,19,1,85,0.64,0
50141,2,4,2,3,2,4,4,2,2,2,4,4,4,5,3,2,2,2,2,4,4,2,28,2,70,0.5,1
50142,5,4,5,4,4,5,4,3,4,4,2,5,3,4,4,5,4,4,4,4,5,4,22,1,90,0.76,0
50143,4,5,5,3,4,5,5,4,4,2,2,4,5,5,5,5,5,3,3,3,5,3,23,2,80,0.78,1
50144,5,5,4,2,4,5,5,5,5,4,4,5,4,3,5,5,5,4,4,4,4,4,18,1,80,0.8,1
50145,4,4,4,4,2,3,2,4,5,4,1,1,2,4,2,1,4,2,1,3,4,2,25,1,80,0.64,1
50146,1,3,1,5,1,1,1,3,5,2,1,4,5,1,1,1,1,5,1,4,4,4,29,2,95,0.42,1
50147,1,1,1,5,4,5,1,5,1,3,2,1,4,1,1,1,1,1,2,1,1,1,41,2,100,0.48,1
50148,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,3,3,4,4,3,23,1,80,0.72,1
50149,3,4,4,1,1,4,4,1,5,2,1,4,3,4,4,4,1,1,3,4,2,1,17,2,80,0.54,1
50150,3,1,1,3,3,3,1,5,3,5,5,5,5,4,5,5,5,3,5,5,4,3,24,1,89,0.46,1
50152,4,3,5,3,4,5,5,3,3,2,5,2,4,4,5,4,5,4,4,4,4,3,19,1,93,0.7,1
50153,4,3,3,5,4,4,4,4,4,2,2,2,2,4,3,4,3,2,2,4,2,2,45,2,90,0.7,1
50154,5,1,3,4,4,4,2,4,1,2,3,4,4,4,5,4,1,2,4,5,5,3,25,1,100,0.56,1
50155,4,4,5,4,2,4,5,3,5,2,2,1,1,5,4,5,2,3,1,1,1,1,24,1,85,0.72,0
50156,5,5,5,3,3,5,5,2,5,2,1,4,3,4,5,3,1,2,2,4,1,1,20,2,85,0.76,0
50157,5,5,5,3,4,5,5,5,3,1,1,1,3,4,5,5,5,5,1,3,1,2,24,2,95,0.8,1
50158,5,5,5,2,1,5,4,5,5,1,1,1,1,5,5,2,4,1,1,1,1,1,28,2,100,0.74,1
50159,4,4,4,4,1,4,4,4,4,1,4,3,5,4,4,4,5,1,4,5,5,3,16,1,99,0.66,0
50160,4,2,2,4,4,5,1,4,5,2,5,2,4,4,5,4,4,4,4,4,4,3,16,1,83,0.62,0
50161,2,1,4,2,1,2,5,1,2,1,1,1,1,3,2,1,1,1,1,2,1,1,18,2,100,0.4,1
50163,4,3,4,5,5,5,4,4,5,3,4,5,4,3,4,4,4,4,4,4,4,3,14,1,100,0.78,1
50164,5,2,3,4,3,4,3,4,4,3,3,4,4,4,4,4,3,3,4,5,4,3,18,1,80,0.64,1
50165,1,1,1,1,1,5,4,2,2,2,1,1,1,4,4,4,1,1,3,4,2,1,34,2,99,0.36,1
50167,2,4,4,2,2,5,4,2,3,4,1,1,2,4,1,1,2,1,1,2,2,2,46,2,90,0.56,0
50168,2,5,5,1,3,5,3,4,5,1,3,4,4,3,3,4,1,3,3,4,2,3,19,1,5,0.66,0
50169,1,4,1,1,4,1,2,1,4,1,4,4,1,4,4,1,1,2,4,4,5,4,37,1,85,0.38,1
50170,4,5,5,1,4,4,5,4,4,4,5,4,4,5,4,4,2,4,1,2,1,1,37,1,8,0.72,0
50171,4,4,3,2,1,2,4,3,3,2,2,2,3,3,4,4,2,2,2,4,4,2,18,1,65,0.52,0
50173,5,2,2,4,2,5,4,2,5,2,4,4,4,4,5,5,5,4,4,4,4,2,16,1,80,0.62,1
50175,2,1,2,3,4,4,3,4,4,4,5,4,4,4,5,5,5,3,4,5,4,4,16,1,80,0.54,0
50176,3,4,4,1,3,3,4,1,4,2,1,1,1,1,4,4,1,2,2,4,4,1,37,2,97,0.54,0
50177,4,4,4,2,3,3,3,2,4,3,1,1,1,3,3,4,2,1,2,2,1,1,28,1,98,0.58,0
50178,4,5,4,4,4,4,4,2,4,2,1,2,2,5,4,5,5,4,2,4,5,2,33,1,90,0.7,0
50179,3,2,3,3,2,4,2,2,3,2,2,2,3,2,5,4,4,3,3,3,4,3,26,2,90,0.48,1
50180,2,2,4,4,5,4,2,4,4,2,4,4,5,5,2,3,2,3,3,4,3,3,30,1,70,0.62,1
50181,3,5,4,5,2,4,4,3,3,4,5,2,3,4,5,5,4,5,4,5,2,2,22,3,100,0.66,1
50182,2,4,4,3,2,4,4,3,3,4,3,3,4,5,4,4,3,2,2,3,3,2,15,2,80,0.58,1
50184,4,4,5,4,5,4,4,5,5,3,4,2,3,5,5,5,5,4,5,4,4,3,23,1,100,0.8,0
50185,5,5,5,4,5,5,4,5,5,2,5,4,1,5,5,5,1,1,5,3,5,5,41,1,80,0.86,1
50186,3,1,2,4,4,4,5,3,4,4,4,4,4,4,4,4,3,3,4,4,2,3,20,1,80,0.6,1
50187,2,3,4,3,4,3,4,3,3,2,3,2,2,2,4,3,3,3,3,3,3,2,17,2,50,0.58,1
50188,3,5,5,2,5,5,5,3,3,3,3,5,4,4,4,3,4,4,4,5,5,4,38,1,90,0.72,0
50189,4,3,2,3,3,4,2,3,4,3,1,2,2,1,4,4,2,2,1,1,2,2,21,2,90,0.56,0
50190,2,4,4,2,2,4,4,2,4,1,1,1,2,1,4,4,2,1,1,4,2,1,36,2,80,0.56,0
50191,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,2,4,2,2,4,3,3,20,1,80,0.64,0
50192,4,5,5,1,3,5,5,1,5,2,4,4,1,5,4,4,3,5,1,5,2,2,36,1,90,0.68,0
50193,4,4,4,3,2,4,4,4,3,2,1,1,2,2,3,3,2,3,3,2,4,2,36,2,90,0.64,1
50194,4,2,5,1,2,4,4,1,2,1,1,1,1,3,4,2,1,4,5,4,5,4,38,1,100,0.5,0
50195,2,2,1,2,2,3,2,2,3,3,4,3,3,3,3,2,4,3,4,2,2,2,30,1,95,0.38,1
50196,5,3,3,2,2,5,4,4,4,1,1,1,2,3,3,4,4,2,2,1,2,2,36,1,95,0.64,1
50197,2,2,1,5,3,5,5,2,2,4,4,1,4,4,5,5,5,5,3,3,1,2,23,1,80,0.54,1
50198,5,2,4,5,5,4,1,5,4,5,4,4,3,4,5,5,5,5,5,5,5,5,18,2,100,0.7,0
50199,4,5,5,1,2,4,4,2,5,1,3,2,1,5,5,3,1,1,4,2,3,2,30,2,100,0.64,1
50200,5,2,4,2,5,5,2,4,2,2,4,2,4,5,4,2,2,2,3,4,4,4,20,1,85,0.62,1
50201,4,2,2,1,2,5,4,4,2,2,2,4,1,2,2,2,2,1,2,4,4,2,43,2,95,0.52,1
50202,5,4,4,1,5,5,5,5,4,5,5,4,5,5,5,3,3,3,5,5,4,4,16,2,99,0.76,0
50204,4,2,3,4,4,4,2,4,2,3,3,2,4,5,3,2,2,3,2,4,2,3,20,2,100,0.58,0
50205,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,18,2,100,0.86,0
50207,4,1,1,3,4,3,1,4,3,4,2,4,4,4,3,3,2,2,2,3,3,2,22,2,87,0.48,0
50208,4,1,1,1,4,4,1,4,2,2,4,5,5,5,2,1,1,2,4,4,4,3,19,1,80,0.44,1
50209,5,1,5,1,3,5,1,2,5,3,4,2,4,3,5,5,5,1,4,5,5,3,17,1,90,0.56,0
50210,4,5,4,5,5,5,3,5,2,3,2,2,1,4,4,1,4,4,2,4,2,2,19,2,80,0.76,1
50211,5,4,5,4,2,5,5,3,5,4,2,2,4,4,4,3,3,3,3,2,5,3,20,1,95,0.76,1
50212,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,17,1,100,0.82,0
50213,5,3,5,2,5,5,3,5,5,4,2,5,4,5,4,2,3,4,5,5,4,4,19,1,98,0.76,0
50216,5,5,2,2,3,5,5,2,5,1,1,2,4,5,5,5,5,4,4,5,4,4,21,1,87,0.68,0
50217,4,2,5,2,4,4,4,5,4,2,1,2,3,4,5,4,3,2,2,4,4,2,30,1,85,0.68,0
50218,3,2,5,3,3,4,2,4,4,2,2,4,1,1,4,2,4,1,4,4,4,4,20,2,97,0.6,1
50219,3,4,4,2,4,5,2,3,4,2,5,5,4,4,4,3,4,4,4,5,2,4,30,1,80,0.62,1
50221,4,2,2,4,5,5,5,3,4,4,4,5,4,5,4,2,4,2,2,5,5,2,20,2,100,0.68,1
50222,3,1,2,2,1,3,2,1,3,1,3,1,1,2,3,4,1,1,2,4,3,1,17,2,90,0.36,0
50224,3,3,4,3,4,4,2,3,3,4,3,2,4,4,2,2,2,2,2,2,1,2,24,2,100,0.58,1
50225,3,3,5,4,2,4,4,2,3,2,2,2,4,2,4,3,4,5,2,2,5,2,27,1,90,0.6,1
50226,4,5,2,4,3,5,4,3,3,2,2,2,3,4,3,3,3,2,4,3,4,4,35,1,90,0.66,1
50227,5,1,5,2,5,5,3,5,4,4,5,4,5,5,4,3,4,4,4,4,5,4,44,1,90,0.7,0
50228,3,4,2,3,3,2,3,3,4,2,2,2,5,5,5,4,3,4,1,3,3,1,16,2,70,0.54,0
50229,4,1,4,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,23,1,100,0.68,1
50230,2,1,4,4,4,5,4,4,4,4,2,4,2,5,4,2,2,2,2,4,4,2,29,1,87,0.64,0
50231,4,2,2,3,3,3,3,4,4,2,2,3,3,2,4,4,4,3,2,4,2,1,16,1,85,0.56,0
50232,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,1,100,0.66,1
50233,1,1,2,4,4,4,2,5,4,5,5,4,4,4,5,3,3,3,4,4,3,3,16,2,99,0.54,0
50235,2,3,2,2,4,4,4,4,4,4,4,2,4,4,1,1,1,2,4,4,4,4,16,1,90,0.58,1
50236,4,3,2,2,4,4,3,4,5,2,3,2,2,4,5,4,4,4,4,5,4,4,22,2,100,0.62,0
50237,5,1,2,1,2,5,4,5,5,4,2,1,2,4,5,5,5,4,2,5,4,2,20,2,90,0.6,0
50238,4,2,3,5,5,3,5,4,4,4,3,2,2,5,2,1,4,4,4,4,4,3,18,2,90,0.7,0
50239,2,2,4,2,4,4,2,4,3,3,3,2,3,4,4,3,5,2,4,4,4,2,27,1,85,0.54,0
50240,2,2,2,2,3,3,3,3,3,5,2,2,2,2,4,4,2,2,2,1,5,2,36,2,99,0.46,0
50241,2,3,3,2,3,4,5,2,3,2,3,3,4,5,1,1,1,1,1,3,1,1,17,1,99,0.54,1
50242,5,1,2,4,4,5,1,5,5,2,2,4,5,5,5,5,5,4,3,4,5,4,24,1,100,0.64,0
50243,4,2,4,4,3,4,3,2,4,2,2,2,2,1,2,2,2,4,2,4,4,2,19,1,78,0.6,0
50244,5,4,4,2,3,4,4,4,4,2,2,2,4,3,3,3,3,3,1,4,4,2,29,2,95,0.68,0
50245,4,4,5,4,4,3,4,4,3,3,5,4,5,5,5,4,5,3,4,4,4,4,26,1,80,0.7,0
50246,5,1,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,22,1,75,0.76,0
50247,5,5,4,4,3,5,5,3,5,5,4,3,5,5,5,3,5,3,5,5,5,4,35,2,93,0.78,0
50248,5,5,5,5,5,5,5,5,5,3,4,5,1,3,5,5,5,5,5,5,5,4,16,1,98,0.9,0
50249,4,2,5,3,2,5,1,3,4,1,1,1,2,5,5,5,5,4,3,2,4,2,20,2,89,0.58,1
50250,3,3,3,2,4,4,3,3,4,2,1,2,3,3,3,2,4,3,2,4,3,2,15,1,75,0.58,1
50251,3,2,1,2,1,4,2,2,2,1,1,2,4,4,1,2,2,1,2,4,1,2,16,3,75,0.38,0
50252,2,1,1,2,3,5,2,2,1,3,4,4,5,5,4,1,1,1,3,5,4,2,20,2,95,0.38,0
50253,2,5,5,1,2,5,5,1,4,1,1,2,2,5,4,4,2,2,3,4,2,1,21,2,90,0.6,0
50254,4,1,3,2,5,5,1,5,4,5,5,3,5,5,1,1,1,2,2,4,2,2,16,2,85,0.6,0
50255,2,1,2,5,5,4,2,4,4,3,5,4,5,5,5,5,2,1,5,5,2,5,16,3,100,0.58,0
50256,1,4,4,1,2,4,2,1,5,1,1,1,1,2,1,1,1,1,2,2,1,1,31,2,90,0.48,0
50257,2,2,3,2,4,4,2,2,1,4,4,2,4,4,1,2,1,1,3,4,2,1,29,1,100,0.44,0
50258,4,1,1,4,4,5,1,2,4,5,3,1,5,5,5,5,5,5,3,4,5,4,21,3,90,0.52,0
50259,4,2,5,5,5,5,2,5,4,4,4,2,3,5,5,1,3,2,3,5,4,2,22,2,95,0.74,0
50260,4,4,5,2,2,3,4,4,3,2,2,2,1,5,5,4,3,4,4,5,4,3,47,1,80,0.62,0
50261,4,3,4,3,5,4,3,2,4,4,3,4,5,5,3,2,2,2,5,4,4,3,22,1,95,0.64,0
50262,3,2,5,4,5,4,2,4,4,4,4,3,4,5,4,2,2,2,2,2,2,2,20,2,90,0.66,0
50263,3,3,4,3,2,4,4,2,2,2,3,2,1,2,5,4,4,3,3,1,4,2,39,1,80,0.54,1
50264,4,2,3,4,4,5,4,4,3,5,4,4,5,5,5,4,4,4,5,5,2,3,20,1,100,0.66,1
50265,4,3,4,2,3,4,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,28,1,70,0.54,1
50266,1,2,2,4,3,1,3,3,2,2,2,1,3,1,1,2,3,1,1,1,2,3,37,1,99,0.42,1
50267,4,4,5,3,5,5,3,2,4,4,5,5,3,5,4,4,4,1,2,2,4,3,24,1,90,0.7,0
50268,2,3,2,3,4,3,4,4,1,2,3,2,1,4,3,2,3,2,2,1,1,1,23,2,65,0.52,0
50269,5,1,5,4,5,5,5,5,4,4,4,2,4,5,5,5,5,5,4,5,4,5,19,1,80,0.78,1
50270,5,3,4,4,5,5,4,4,4,5,3,4,4,5,4,5,4,4,4,4,4,4,26,1,75,0.76,1
50271,4,3,4,2,4,5,4,2,5,3,3,2,3,2,5,4,4,3,4,4,4,3,21,2,80,0.66,1
50272,2,3,3,2,2,1,4,2,3,1,1,2,3,4,2,4,2,2,1,3,3,1,29,2,75,0.44,0
50273,4,5,4,2,3,4,4,4,4,2,1,2,1,4,4,4,4,3,4,2,4,2,30,2,95,0.68,1
50274,5,4,5,5,2,5,4,5,4,2,5,3,3,4,5,5,5,3,2,5,5,1,18,2,90,0.78,1
50275,5,3,4,2,3,5,4,4,4,2,3,3,4,4,4,4,4,4,5,4,4,3,21,1,98,0.68,1
50276,3,2,3,4,4,4,3,3,4,3,4,3,4,2,4,2,3,2,4,4,4,2,17,2,90,0.6,0
50277,4,3,4,5,2,4,3,2,4,2,1,1,3,3,5,4,5,2,3,4,4,4,16,2,90,0.62,1
50278,5,5,3,4,4,2,4,4,4,3,2,2,2,2,5,4,4,3,3,3,4,2,22,1,90,0.7,0
50279,3,4,4,2,3,4,2,2,2,1,1,1,4,4,3,2,2,1,1,4,4,1,35,1,90,0.52,1
50280,2,5,4,2,4,3,4,2,3,2,1,1,1,4,4,3,2,2,2,2,3,2,30,2,99,0.58,1
50281,1,5,5,1,5,5,5,1,5,1,5,5,5,5,1,1,1,1,5,5,5,5,17,1,100,0.66,0
50282,5,4,5,2,4,5,4,4,5,2,2,2,4,5,4,4,2,2,2,5,2,2,22,2,90,0.76,1
50283,3,1,4,1,5,4,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,16,1,99,0.62,1
50284,4,2,2,2,4,5,2,4,4,4,4,4,4,5,3,2,2,2,4,4,4,3,25,1,88,0.58,0
50286,3,4,4,4,4,4,4,5,3,4,4,2,4,4,4,4,3,3,4,3,4,3,24,1,70,0.7,0
50287,5,4,4,4,4,5,4,1,5,5,4,2,5,4,2,2,5,2,4,5,2,4,16,1,95,0.72,1
50288,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,21,1,99,0.84,1
50289,1,2,2,3,3,4,2,4,1,4,3,2,3,4,1,1,2,1,1,2,2,1,35,1,80,0.44,1
50290,5,5,5,5,2,5,5,5,5,1,3,5,2,3,5,5,5,4,5,5,5,1,20,1,90,0.84,1
50293,5,1,4,3,2,5,5,5,4,2,2,3,2,2,4,4,4,4,5,5,4,5,16,1,97,0.68,1
50295,5,2,5,2,3,5,4,4,5,2,2,1,2,4,5,4,4,4,4,2,2,1,15,1,75,0.7,1
50296,5,4,4,2,4,4,5,3,2,4,2,2,4,3,4,4,2,2,5,5,5,2,16,1,80,0.66,1
50298,5,3,4,2,4,4,3,4,4,3,2,2,3,4,5,4,5,3,2,3,3,3,22,1,80,0.66,1
50299,5,2,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,4,3,5,4,26,1,100,0.78,1
50300,5,5,5,3,4,5,5,3,5,2,4,4,3,5,5,5,4,5,5,5,5,4,24,1,85,0.8,1
50301,3,1,3,5,5,4,1,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,16,2,100,0.64,1
50302,5,3,5,4,4,5,3,5,5,5,4,3,5,5,4,4,5,5,4,3,5,4,23,2,50,0.78,0
50303,5,1,3,5,4,5,3,5,4,3,4,4,5,3,5,3,4,4,4,5,4,3,22,1,85,0.7,0
50304,3,3,3,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,22,1,60,0.58,0
50305,4,4,2,4,2,4,4,2,5,2,2,3,2,2,4,4,4,3,2,4,3,1,23,1,85,0.62,0
50307,5,5,5,3,2,2,4,3,4,2,4,3,5,5,2,4,3,2,4,5,5,4,18,1,95,0.66,1
50308,4,5,5,3,3,5,4,4,5,2,2,2,3,5,5,4,4,5,5,5,5,2,19,2,80,0.76,0
50309,5,2,5,2,4,5,4,4,3,2,4,2,4,2,2,4,2,3,4,4,3,2,15,2,82,0.68,0
50310,4,3,4,3,4,5,4,5,4,4,3,3,3,5,4,4,4,4,3,4,3,3,15,1,75,0.72,0
50311,5,3,5,3,3,5,5,5,5,3,5,3,5,5,3,4,5,3,3,5,5,3,32,1,100,0.78,0
50312,3,4,4,2,4,3,4,3,3,2,1,2,3,3,3,3,2,2,2,4,2,2,20,2,90,0.6,0
50313,5,3,3,4,4,4,4,4,4,2,2,2,3,5,3,3,4,2,3,4,4,2,24,2,100,0.7,0
50314,4,2,5,4,5,5,4,4,4,4,4,4,4,5,4,3,2,2,3,5,4,3,36,1,99,0.74,0
50315,4,4,4,4,2,5,5,5,5,1,3,4,5,5,5,5,3,3,5,4,3,5,21,2,90,0.76,0
50316,4,1,2,3,2,3,2,2,4,3,2,3,3,3,3,3,5,3,2,5,4,3,18,1,90,0.46,0
50318,4,2,4,2,2,4,4,4,4,1,4,2,4,2,4,4,4,2,4,2,2,2,17,2,40,0.6,0
50319,5,1,3,3,4,4,3,2,3,4,4,2,2,3,4,2,5,1,2,2,3,3,16,1,50,0.56,0
50320,3,4,2,1,2,3,3,1,3,3,2,3,3,3,3,3,3,3,2,1,2,2,17,1,50,0.44,0
50321,5,3,5,3,4,4,3,3,4,3,3,4,3,3,4,5,2,4,4,4,4,3,16,2,95,0.68,0
50322,2,4,4,2,2,4,4,2,2,1,2,2,2,2,4,2,2,2,2,4,2,2,16,2,97,0.52,0
50323,3,2,2,2,2,3,4,2,2,2,2,2,2,2,4,4,4,2,2,4,4,2,17,1,85,0.44,0
